"names(dataset)"
"ss3"
"ss4"
"ss5"
"ss6"
"ss7"
"ss8"
"ss9"
"ss10"
"ss11"
"ss12"
"ss1_x"
"ss2_x"
"ss3_x"
"ss4_x"
"ss5_x"
"ss6_x"
"ss7_x"
"ss8_x"
"ss9_x"
"ss10_x"
"ss11_x"
"ss12_x"
"e1_eng"
"e2_eng"
"e3_eng"
"e4_eng"
"e5_eng"
"e6_eng"
"e7_eng"
"e8_eng"
"e9_eng"
"e10_eng"
"e11_eng"
"e12_eng"
"e13_eng"
"e14_eng"
"e15_eng"
"e16_eng"
"e17_eng"
"e18_eng"
"e21_eng"
"e22_eng"
"e23_eng"
"e24_eng"
"e25_eng"
"e26_eng"
"e27_eng"
"e28_eng"
"e29_eng"
"e30_eng"
"e1_xho"
"e2_xho"
"e3_xho"
"e4_xho"
"e5_xho"
"e6_xho"
"e7_xho"
"e8_xho"
"e9_xho"
"e10_xho"
"e11_xho"
"e12_xho"
"e13_xho"
"e14_xho"
"e15_xho"
"e16_xho"
"e17_xho"
"e18_xho"
"e21_xho"
"e22_xho"
"e23_xho"
"e24_xho"
"e25_xho"
"e26_xho"
"e27_xho"
"e28_xho"
"e29_xho"
"e30_xho"
"rights_equity_1"
"rights_equity_2"
"rights_equity_3"
"rights_equity_4"
"rights_equity_5"
"rights_equity_6"
"rights_equity_7"
"rights_equity_8"
"rights_equity_9"
"rights_equity_10"
"rights_equity_11"
"rights_equity_12"
"rights_equity_13"
"rights_equity_14"
"rights_equity_x_1"
"rights_equity_x_2"
"rights_equity_x_3"
"rights_equity_x_4"
"rights_equity_x_5"
"rights_equity_x_6"
"rights_equity_x_7"
"rights_equity_x_8"
"rights_equity_x_9"
"rights_equity_x_10"
"rights_equity_x_11"
"rights_equity_x_12"
"rights_equity_x_13"
"rights_equity_x_14"
"gender_norms_1"
"gender_norms_2"
"gender_norms_3"
"gender_norms_4"
"gender_norms_5"
"gender_norms_6"
"gender_norms_7"
"gender_norms_8"
"gender_norms_9"
"gender_norms_10"
"gender_norms_11"
"gender_norms_12"
"gender_norms_13"
"gender_norms_14"
"gender_norms_15"
"gender_norms_16"
"gender_norms_17"
"gender_norms_1x"
"gender_norms_2x"
"gender_norms_3x"
"gender_norms_4x"
"gender_norms_5x"
"gender_norms_6x"
"gender_norms_7x"
"gender_norms_8x"
"gender_norms_9x"
"gender_norms_10x"
"gender_norms_11x"
"gender_norms_12x"
"gender_norms_13x"
"gender_norms_14x"
"gender_norms_15x"
"gender_norms_16x"
"gender_norms_17x"
"gender_role_1"
"gender_role_2"
"gender_role_3"
"gender_role_4"
"gender_role_5"
"gender_role_6"
"gender_role_7"
"gender_role_8"
"gender_role_9"
"gender_role_10"
"gender_role_11"
"gender_role_12"
"gender_role_13"
"gender_role_14"
"gender_role_15"
"gender_role_16"
"gender_role_17"
"gender_role_18"
"gender_role_19"
"gender_role_20"
"gender_role_21"
"gender_role_22"
"gender_role_23"
"gender_role_24"
"gender_role_1x"
"gender_role_2x"
"gender_role_3x"
"gender_role_4x"
"gender_role_5x"
"gender_role_6x"
"gender_role_7x"
"gender_role_8x"
"gender_role_9x"
"gender_role_10x"
"gender_role_11x"
"gender_role_12x"
"gender_role_13x"
"gender_role_14x"
"gender_role_15x"
"gender_role_16x"
"gender_role_17x"
"gender_role_18x"
"gender_role_19x"
"gender_role_20x"
"gender_role_21x"
"gender_role_22x"
"gender_role_23x"
"gender_role_24x"
"masc_chronic_d1"
"masc_chronic_d2"
"masc_chronic_d3"
"masc_chronic_d4"
"masc_chronic_d5"
"masc_chronic_d6"
"masc_chronic_d7"
"masc_chronic_d8"
"masc_chronic_d9"
"masc_chronic_d1x"
"masc_chronic_d2x"
"masc_chronic_d3x"
"masc_chronic_d4x"
"masc_chronic_d5x"
"masc_chronic_d6x"
"masc_chronic_d7x"
"masc_chronic_d8x"
"masc_chronic_d9x"
"c1_eng"
"c2_eng"
"c3_eng"
"c4_eng"
"c4a_eng"
"c5_eng"
"c6_eng"
"c7_eng"
"c8_eng"
"c8a_eng"
"c_child_age"
"c9_eng"
"c10_eng"
"c11_eng"
"c12_eng"
"c13_eng"
"c13a_eng"
"c14_eng"
"c15_eng"
"food_c1_x"
"food_c2_x"
"food_c3_x"
"c4_x"
"c4a_x"
"c5_x"
"c6_x"
"c7_x"
"c8_x"
"c8a_x"
"c_child_age_x"
"c9_x"
"c10_x"
"c11_x"
"c12_x"
"c13_x"
"c13a_x"
"c14_x"
"c15_x"
"d1_eng"
"d2_eng"
"d3_eng"
"d4_eng"
"d5_eng"
"d6_eng"
"d7_eng"
"d8_eng"
"d9_eng"
"d10_eng"
"d11_eng"
"d12_eng"
"d13_eng"
"d14_eng"
"d15_eng"
"d16_eng"
"d17_eng"
"d18_eng"
"d19_eng"
"d20_eng"
"d21_eng"
"d22_eng"
"d23_eng"
"d1_xho"
"d2_xho"
"d3_xho"
"d4_xho"
"d5_xho"
"d6_xho"
"d7_xho"
"d8_xho"
"d9_xho"
"d10_xho"
"d11_xho"
"d12_xho"
"d13_xho"
"d14_xho"
"d15_xho"
"d16_xho"
"d17_xho"
"d18_xho"
"d19_xho"
"d20_xho"
"d21_xho"
"d22_xho"
"d23_xho"
"hiv_know1"
"hiv_know2"
"hiv_know3"
"hiv_know4"
"hiv_know5"
"hiv_know6"
"hiv_know7"
"hiv_know8"
"hiv_know9"
"hiv_know10"
"hiv_know11"
"hiv_know12"
"hiv_know13"
"hiv_know14"
"hiv_know15"
"hiv_know16"
"hiv_know17"
"hiv_know18"
"hiv_know1_x"
"hiv_know2_x"
"hiv_know3_x"
"hiv_know4_x"
"hiv_know5_x"
"hiv_know6_x"
"hiv_know7_x"
"hiv_know8_x"
"hiv_know9_x"
"hiv_know10_x"
"hiv_know11_x"
"hiv_know12_x"
"hiv_know13_x"
"hiv_know14_x"
"hiv_know15_x"
"hiv_know16_x"
"hiv_know17_x"
"hiv_know18_x"
"s5_q1_p"
"s5_q2_p"
"s5_q3_p"
"s5_q4_p"
"s5_q5_p"
"s5_q6_p"
"s5_q7_p"
"s5_q8_p"
"s5_q9_p"
"s5_q10_p"
"s5_q11_p"
"s5_q12_p"
"s5_q13_p"
"s5_q14_p"
"s5_q1_px"
"s5_q2_px"
"s5_q3_px"
"s5_q4_px"
"s5_q5_px"
"s5_q6_px"
"s5_q7_px"
"s5_q8_px"
"s5_q9_px"
"s5_q10_px"
"s5_q11_px"
"s5_q12_px"
"s5_q13_px"
"s5_q14_px"
"tb_know1"
"tb_know2"
"tb_know3"
"tb_know4"
"tb_know5"
"tb_know6"
"tb_know7"
"tb_know8"
"tb_know9"
"tb_know10"
"tb_know11"
"tb_know1_x"
"tb_know2_x"
"tb_know3_x"
"tb_know4_x"
"tb_know5_x"
"tb_know6_x"
"tb_know7_x"
"tb_know8_x"
"tb_know9_x"
"tb_know10_x"
"tb_know11_x"
"s6_q1"
"s6_q2"
"s6_q3"
"s6_q4"
"s6_q5"
"s6_q6"
"s6_q7"
"s6_q8"
"s6_q9"
"s6_q10"
"s6_q1x"
"s6_q2x"
"s6_q3x"
"s6_q4x"
"s6_q5x"
"s6_q6x"
"s6_q7x"
"s6_q8x"
"s6_q9x"
"s6_q10x"
"a1_eng"
"a2_eng"
"a3_eng"
"a4_eng"
"a5_eng"
"a6_eng"
"a7_eng"
"a8_eng"
"a9_eng"
"a10_eng"
"a11_eng"
"a12_eng"
"a17_eng"
"a29_eng"
"a30_eng"
"a31_eng"
"a32_eng"
"a33_eng"
"a34_eng"
"a35_eng"
"a36_eng"
"a37_eng"
"a38_eng"
"a39_eng"
"a40_eng"
"a41_eng"
"a42_eng"
"a43_eng"
"a44_eng"
"a1_x"
"a2_x"
"a3_x"
"a4_x"
"a5_x"
"a6_x"
"a7_x"
"a8_x"
"a9_x"
"a10_x"
"a11_x"
"a12_x"
"a17_x"
"a29_x"
"a30_x"
"a31_x"
"a32_x"
"a33_x"
"a34_x"
"a35_x"
"a36_x"
"a37_x"
"a38_x"
"a39_x"
"a40_x"
"a41_x"
"a42_x"
"a43_x"
"a44_x"
"b1_eng"
"b2_eng"
"b3_eng"
"b4_eng"
"b5_eng"
"b6_eng"
"b7_eng"
"b8_eng"
"b9_eng"
"b10_eng"
"b11_eng"
"b12_eng"
"b13_eng"
"b14_eng"
"b15_eng"
"b16_eng"
"b17_eng"
"b18_eng"
"b19_eng"
"b20_eng"
"b21_eng"
"b22_eng"
"b23_eng"
"b24_eng"
"b25_eng"
"b26_eng"
"b27_eng"
"b28_eng"
"b29_eng"
"b30_eng"
"b31_eng"
"b32_eng"
"b1_xho"
"b2_xho"
"b3_xho"
"b4_xho"
"b5_xho"
"b6_xho"
"b7_xho"
"b8_xho"
"b9_xho"
"b10_xho"
"b11_xho"
"b12_xho"
"b13_xho"
"b14_xho"
"b15_xho"
"b16_xho"
"b17_xho"
"b18_xho"
"b19_xho"
"b20_xho"
"b21_xho"
"b22_xho"
"b23_xho"
"b24_xho"
"b25_xho"
"b26_xho"
"b27_xho"
"b28_x"
"b29_x"
"b30_x"
"b31_x"
"b32_x"
"maks1"
"maks2"
"maks3"
"maks4"
"maks5"
"maks6"
"maks7"
"maks8"
"maks9"
"maks10"
"maks11"
"maks12"
"maks1_x"
"maks2_x"
"maks3_x"
"maks4_x"
"maks5_x"
"maks6_x"
"maks7_x"
"maks8_x"
"maks9_x"
"maks10_x"
"maks11_x"
"maks12_x"
"bog_1"
"bog_2"
"bog_3"
"bog_4"
"bog_5"
"bog_6"
"bog_1_x"
"bog_2_x"
"bog_3_x"
"bog_4_x"
"bog_5_x"
"bog_6_x"
"pss1_eng"
"pss2_eng"
"pss3_eng"
"pss4_eng"
"pss5_eng"
"pss6_eng"
"pss7_eng"
"pss8_eng"
"pss9_eng"
"pss10_eng"
"stig1_eng"
"stig2_eng"
"stig3_eng"
"stig4_eng"
"pss1_xho"
"pss2_xho"
"pss3_xho"
"pss4_xho"
"pss5_xho"
"pss6_xho"
"pss7_xho"
"pss8_xho"
"pss9_xho"
"pss10_xho"
"stig1_xho"
"stig2_xho"
"stig3_xho"
"stig4_xho"
"end_instruct"
"end_time"
"questionnaires_complete"
"ra_name2"
"date2"
"snack_time"
"voucher"
"is_the_participant_able_to"
"sig_reimburs"
"sign_withn"
"please_specify_the_name_an"
"additional_notes3"
"proof_of_reimbursement_and_snack_complete"
"ra_name"
"date"
"start_time_2"
"study_note_avail"
"briefly_specify_the_nature"
"specify_the_seriousness_of"
"the_study_note_is_addresse"
"additional_notes"
"study_notes_complete"
"ra_name3"
"date3"
"timestamp_start_of_qc"
"screening_and_consent_2_in"
"demo_qc"
"questionnaires_proof_of_sn"
"proof_of_snack_7_study_not"
"study_note"
"timestamp_end_qc"
"additional_notes4"
"internal_quality_control_complete"
